"","x"
"4412","DYNAP"
"4413",NA
"4414","SNORA69"
"4415","RPL23AP14"
"4416",NA
"4417","MRPL40P1"
"4418",NA
"4419",NA
"4420","LOC105371200"
"4421",NA
"4422",NA
"4423",NA
"4424","PGA5"
"4425",NA
"4426","SNORA63C"
"4427",NA
"4428",NA
"4429",NA
"4430",NA
"4431",NA
"4432","RPL31P11"
"4433",NA
"4434",NA
"4435","PJVK"
"4436","TUBA1A"
"4437","ARHGAP27"
"4438",NA
"4439","LOC100128059"
"4440","LINC01281"
"4441","SNORA58B"
"4442",NA
"4443",NA
"4444",NA
"4445","PDGFA"
"4446","ADGRG4"
"4447",NA
"4448","YBX2"
"4449",NA
"4450","PIGZ"
"4451","MTDHP1"
"4452","GBP2"
"4453",NA
"4454",NA
"4455","IGHV3-36"
"4456","NDUFB4P2"
"4457",NA
"4458","IFNG"
"4459","RNA5SP108"
"4460","HMGB3P6"
"4461","RPL7AP64"
"4462","SNORA7B"
"4463","MROH9"
"4464",NA
"4465","LOC100506551"
"4466",NA
"4467",NA
"4468",NA
"4469","RN7SL393P"
"4470","OR12D2"
"4471","SNX20"
"4472","LOC100419046"
"4473",NA
"4474","FAM81B"
"4475","PLA2G4C-AS1"
"4476",NA
"4477","OR8X1P"
"4478",NA
"4479","SP2-AS1"
"4480","KLRK1-AS1"
"4481","PPP1R27"
"4482",NA
"4483","ARHGAP31-AS1"
"4484",NA
"4485","CRIP1"
"4486",NA
"4487","LINC01800"
"4488",NA
"4489",NA
"4490",NA
"4491",NA
"4492","MIR514B"
"4493",NA
"4494","IL2"
"4495","UBE2CP2"
"4496",NA
"4497","PLOD3"
"4498",NA
"4499","TRIM16"
"4500","RN7SL648P"
"4501","PDE6B"
"4502",NA
"4503","ZNF83"
"4504","CYP11A1"
"4505",NA
"4506","PPP1R14B"
"4507",NA
"4508",NA
"4509","CD2"
"4510","DEPDC1-AS1"
"4511","RPLP1P13"
"4512",NA
"4513",NA
"4514","FAM78A"
"4515","ITGA6-AS1"
"4516","SERPINA1"
"4517","RNA5SP28"
"4518",NA
"4519","RNU6-678P"
"4520",NA
"4521","SNORD83A"
"4522",NA
"4523",NA
"4524","SLFNL1-AS1"
"4525","HAVCR2"
"4526","LINC02050"
"4527",NA
"4528","TUBA3C"
"4529","FOXH1"
"4530","PICART1"
"4531",NA
"4532","ELAPOR1"
"4533","DISC1-IT1"
"4534","KMT5C"
"4535",NA
"4536",NA
"4537","KCNQ3"
"4538","OPALIN"
"4539","KRT8P31"
"4540","STMN2"
"4541","LINC02060"
"4542",NA
"4543",NA
"4544","CYBC1"
"4545","ADGRG3"
"4546","TRBV28"
"4547","GAGE10"
"4548","HYDIN"
"4549","PRSS46P"
"4550",NA
"4551","SBK1"
"4552",NA
"4553","LOC100421580"
"4554","LRRC25"
"4555",NA
"4556","MPO"
"4557","FBXW7-AS1"
"4558",NA
"4559","NDRG4"
"4560","RGS13"
"4561","ZFR2"
"4562","BRCA2"
"4563","LEMD1-DT"
"4564","RN7SL521P"
"4565","ATP2C2-AS1"
"4566","MS4A7"
"4567",NA
"4568","PCDH10-DT"
"4569","RNY4P10"
"4570","MS4A3"
"4571","LOC100506688"
"4572","S100Z"
"4573","LIMK1"
"4574",NA
"4575",NA
"4576","RCN1"
"4577","SNX10"
"4578",NA
"4579",NA
"4580","MAGEB10"
"4581","MIR3202-1"
"4582","OR10AC1"
"4583","RPL32P27"
"4584","GAPDHP46"
"4585","KIF4B"
"4586","RHBDF1"
"4587",NA
"4588","CTAGE7P"
"4589",NA
"4590","SCARNA7"
"4591",NA
"4592","RNU6-758P"
"4593","FANCI"
"4594","CCDC136"
"4595","RTN4R"
"4596","PHETA1"
"4597","BTBD19"
"4598",NA
"4599","CICP21"
"4600",NA
"4601",NA
"4602","SEPTIN14"
"4603",NA
"4604",NA
"4605","TMEM179"
"4606",NA
"4607","ZNF337"
"4608","IFFO1"
"4609",NA
"4610",NA
"4611","ZNF705G"
"4612","TM4SF19-AS1"
"4613","RN7SL144P"
"4614","UGT1A5"
"4615",NA
"4616","NPIPB14P"
"4617","SMG1P7"
"4618",NA
"4619","CENATAC"
"4620",NA
"4621",NA
"4622","ST6GALNAC6"
"4623","CFAP54"
"4624","PLPPR3"
"4625",NA
"4626",NA
"4627",NA
"4628",NA
"4629","LOC100419458"
"4630","FPR3"
"4631",NA
"4632","IGKV2D-18"
"4633","LUZP4"
"4634","ARHGAP11A"
"4635","MTCO1P25"
"4636","MYH15"
"4637","MIR548XHG"
"4638","HES4"
"4639","YJEFN3"
"4640",NA
"4641","LINC00960"
"4642",NA
"4643","IL18"
"4644","LINC00561"
"4645",NA
"4646","LOC100131536"
"4647","OR1H1P"
"4648","FOXG1"
"4649","KLRC1"
"4650",NA
"4651",NA
"4652",NA
"4653","FMNL1"
"4654","WDR90"
"4655","DEFB126"
"4656","LOC100128108"
"4657","F13B"
"4658","RGL4"
"4659","LOC283194"
"4660","SLC17A6-DT"
"4661",NA
"4662",NA
"4663",NA
"4664","KIF15"
"4665","LDLRAD3"
"4666",NA
"4667","MIR6859-2"
"4668",NA
"4669",NA
"4670",NA
"4671",NA
"4672",NA
"4673",NA
"4674",NA
"4675","C2orf78"
"4676","KRT8P33"
"4677","DONSON"
"4678",NA
"4679","IGLV3-7"
"4680","LOC107984399"
"4681","SNORA22"
"4682",NA
"4683","RPS2"
"4684",NA
"4685",NA
"4686","HNRNPA1P21"
"4687","EDAR"
"4688","ANKK1"
"4689","UGT2B17"
"4690",NA
"4691","LOC101927513"
"4692","VXN"
"4693",NA
"4694",NA
"4695","ENPP7P9"
"4696",NA
"4697","HCP5B"
"4698","OIP5"
"4699","AGR3"
"4700","OCIAD2"
"4701","C17orf98"
"4702",NA
"4703",NA
"4704","MYL10"
"4705","ODAD4"
"4706","SMIM23"
"4707","ZKSCAN2-DT"
"4708","ADAM8"
"4709","HCFC1R1"
"4710",NA
"4711",NA
"4712","CEACAM4"
"4713","RPS17P3"
"4714","FAS"
"4715",NA
"4716","C5orf58"
"4717","NEU1"
"4718","ITGB4"
"4719",NA
"4720","FSIP2-AS1"
"4721","CACNG6"
"4722",NA
"4723",NA
"4724","VWCE"
"4725",NA
"4726",NA
"4727",NA
"4728","RNF207"
"4729","RNU6ATAC39P"
"4730","FAM83A"
"4731","LOC101928489"
"4732",NA
"4733",NA
"4734","STRCP1"
"4735","RSPH6A"
"4736",NA
"4737","PCDHB16"
"4738","MYH3"
"4739","RN7SKP26"
"4740",NA
"4741","BMS1P1"
"4742","RN7SL455P"
"4743","SULF2"
"4744",NA
"4745","AURKA"
"4746","PHBP4"
"4747",NA
"4748","RAX"
"4749",NA
"4750","OR13A1"
"4751","LINC01829"
"4752","MTND1P32"
"4753","TTC9-DT"
"4754",NA
"4755",NA
"4756","KHDC1"
"4757",NA
"4758",NA
"4759","ZNF334"
"4760","DDX43"
"4761","NAA11"
"4762","LOC100288637"
"4763",NA
"4764",NA
"4765","NPPA"
"4766",NA
"4767",NA
"4768","MOGAT1"
"4769",NA
"4770","TUBA8"
"4771","KRT8P25"
"4772","MTND6P19"
"4773",NA
"4774",NA
"4775",NA
"4776","BNIP3P24"
"4777","LINC01433"
"4778",NA
"4779",NA
"4780",NA
"4781",NA
"4782",NA
"4783","RNF222"
"4784","HMGB1P11"
"4785",NA
"4786",NA
"4787","BEND6"
"4788","TRBC2"
"4789","MVP"
"4790","GZMH"
"4791","SEM1"
"4792","ALDH1A1"
"4793",NA
"4794",NA
"4795","RPS10P5"
"4796",NA
"4797","BOLA2"
"4798","RPS29P14"
"4799",NA
"4800",NA
"4801","ADCY7"
"4802","TMSB4XP4"
"4803","PDIA2"
"4804",NA
"4805","CARS1-AS1"
"4806","OR10H1"
"4807",NA
"4808","CYP2D7"
"4809","LOC100128548"
"4810","PPIAP49"
"4811",NA
"4812","ATP5MF-PTCD1"
"4813","GPX8"
"4814",NA
"4815","RGS10"
"4816","SNORD12B"
"4817",NA
"4818","LINC01068"
"4819",NA
"4820",NA
"4821","FCHSD1"
"4822","F10"
"4823",NA
"4824",NA
"4825",NA
"4826","CBLIF"
"4827","CCDC177"
"4828","LOC100132857"
"4829",NA
"4830","LINC00174"
"4831","RN7SL838P"
"4832","FOXD4"
"4833","SH3RF3"
"4834",NA
"4835",NA
"4836","ADGRB2"
"4837","CD14"
"4838",NA
"4839",NA
"4840","RNU6-45P"
"4841",NA
"4842",NA
"4843","LRGUK"
"4844","RPS3AP5"
"4845",NA
"4846",NA
"4847","PLAUR"
"4848","REEP4"
"4849",NA
"4850","CHST9"
"4851","NFE2L1-DT"
"4852","LINC00426"
"4853",NA
"4854","MSC-AS1"
"4855",NA
"4856","UBASH3B"
"4857",NA
"4858",NA
"4859",NA
"4860",NA
"4861","UPK3B"
"4862",NA
"4863",NA
"4864","SPEF1"
"4865",NA
"4866","UNC13A"
"4867","TACC3"
"4868","DOCK11"
"4869","ATG16L2"
"4870","RN7SKP106"
"4871","LINC00677"
"4872",NA
"4873","LINC01508"
"4874",NA
"4875","GZMA"
"4876",NA
"4877",NA
"4878","CXorf65"
"4879","VAT1"
"4880","ANKRD49P2"
"4881",NA
"4882","NPAS2"
"4883","TMLHE-AS1"
"4884","CPT1B"
"4885","SHANK1"
"4886","DNAH1"
"4887","RNU6-1160P"
"4888","BNIP3P20"
"4889",NA
"4890",NA
"4891","LINC02829"
"4892","SLC6A14P3"
"4893",NA
"4894","SNORA33"
"4895","KAT2A"
"4896","MIR4645"
"4897","RNU7-97P"
"4898","C20orf203"
"4899","LOC439933"
"4900","RFPL3S"
"4901","FBXL16"
"4902",NA
"4903","HPGDS"
"4904","ENPP7P1"
"4905",NA
"4906",NA
"4907",NA
"4908",NA
"4909","PCDH20"
"4910",NA
"4911",NA
"4912",NA
"4913","SLA"
"4914",NA
"4915",NA
"4916","GGT2"
"4917","TRBJ2-2P"
"4918","MIR34AHG"
"4919",NA
"4920",NA
"4921",NA
"4922","ZBP1"
"4923","RNU6-1278P"
"4924","CDKN1A"
"4925",NA
"4926","TLR2"
"4927","C20orf173"
"4928","LINC00698"
"4929",NA
"4930","SHCBP1L"
"4931","OSGIN1"
"4932",NA
"4933","ADAMTS3"
"4934",NA
"4935","FLNC-AS1"
"4936","LOC102724511"
"4937",NA
"4938","MYOD1"
"4939","HLA-B"
"4940",NA
"4941",NA
"4942","SNORA37"
"4943",NA
"4944",NA
"4945",NA
"4946",NA
"4947","SCARNA12"
"4948",NA
"4949","RPL34P8"
"4950","MIR6509"
"4951",NA
"4952",NA
"4953","ZACN"
"4954","OR12D1"
"4955",NA
"4956",NA
"4957",NA
"4958","ANKLE1"
"4959",NA
"4960",NA
"4961",NA
"4962","LINC02904"
"4963",NA
"4964","LINC01498"
"4965",NA
"4966","CEBPB"
"4967","FAM186A"
"4968","MIR593"
"4969","DMRTA2"
"4970",NA
"4971","CD53"
"4972","RNF32-AS1"
"4973",NA
"4974","SH3BP1"
"4975","IL21-AS1"
"4976",NA
"4977","CHST11"
"4978","MIR1915"
"4979","FUT8"
"4980",NA
"4981","IFI27L2"
"4982",NA
"4983",NA
"4984","CD27-AS1"
"4985","OBP2B"
"4986","MC3R"
"4987",NA
"4988","ALDH1A3-AS1"
"4989","RAB6C-AS1"
"4990",NA
"4991",NA
"4992","H3P7"
"4993","RNU1-47P"
"4994","KNDC1"
"4995",NA
"4996",NA
"4997",NA
"4998","C7orf33"
"4999","RN7SL445P"
"5000","BNIP3P2"
"5001","ANKRD62"
"5002","LINC01053"
"5003","LOC105372971"
"5004","RNU6-1301P"
"5005",NA
"5006",NA
"5007","PAX9"
"5008",NA
"5009",NA
"5010","RPL23P7"
"5011","MIR199B"
"5012","ALG1L5P"
"5013",NA
"5014",NA
"5015","MARCKS"
"5016","KLF8"
"5017",NA
"5018",NA
"5019",NA
"5020","SNTG2"
"5021",NA
"5022",NA
"5023",NA
"5024",NA
"5025","TAS2R19"
"5026",NA
"5027","EME2"
"5028",NA
"5029","SNORA5A"
"5030","MIR152"
"5031","RAB26"
"5032","MIR4257"
"5033",NA
"5034","TP53I13"
"5035",NA
"5036",NA
"5037",NA
"5038","SLC44A5"
"5039",NA
"5040","LINC01307"
"5041","MIR202HG"
"5042","PPM1N"
"5043","YBX3"
"5044","MICAL1"
"5045","RPL13P12"
"5046",NA
"5047","AGAP2"
"5048","LNCSRLR"
"5049",NA
"5050",NA
"5051","NUPR1"
"5052","NRG3"
"5053",NA
"5054","GLRB"
"5055","LOC101928107"
"5056","COLGALT1"
"5057","RFPL4A"
"5058","ATP5PDP2"
"5059","RPS2P24"
"5060","RPS2P51"
"5061","PPIAP65"
"5062","PPBPP2"
"5063","CD3D"
"5064","MTCO1P55"
"5065","F2"
"5066","CCDC40"
"5067","IL23R"
"5068","RN7SKP97"
"5069",NA
"5070","BIVM"
"5071",NA
"5072","CCR3"
"5073","FAM155B"
"5074",NA
"5075","NLRP12"
"5076",NA
"5077",NA
"5078",NA
"5079","MTCYBP28"
"5080",NA
"5081","H4C1"
"5082","TBC1D3P5"
"5083",NA
"5084","RNU6-892P"
"5085","CIR1P1"
"5086","KRT8P9"
"5087",NA
"5088",NA
"5089",NA
"5090","LOC84214"
"5091","LILRB2"
"5092",NA
"5093",NA
"5094","LPGAT1P1"
"5095","TGM2"
"5096","MMP15"
"5097",NA
"5098","CCNO"
"5099","TRGV7"
"5100",NA
"5101","RNU2-11P"
"5102","BLM"
"5103","MIR548AR"
"5104","RNU6ATAC3P"
"5105","FAM227A"
"5106",NA
"5107","PHYHIPL"
"5108","DOK1"
"5109",NA
"5110","H2AC16"
"5111","PSG7"
"5112","PSMC1P4"
"5113","RETREG1-AS1"
"5114","SLC27A3"
"5115","NRM"
"5116","CDK5R1"
"5117","KIF1C-AS1"
"5118",NA
"5119",NA
"5120","TK1"
"5121",NA
"5122",NA
"5123","LOC100130881"
"5124","EOMES"
"5125","GUSBP11"
"5126","BCL2L2-PABPN1"
"5127","EIF4EBP1"
"5128",NA
"5129",NA
"5130","IL10RA"
"5131","KRT18P36"
"5132","CAPG"
"5133",NA
"5134","SNORA22B"
"5135","C1RL"
"5136",NA
"5137",NA
"5138",NA
"5139",NA
"5140",NA
"5141","LOC101927839"
"5142",NA
"5143","HMX1"
"5144",NA
"5145",NA
"5146","H4C9"
"5147","FAM166C"
"5148",NA
"5149",NA
"5150",NA
"5151","PSAPL1"
"5152","EVI2B"
"5153","TMSB15B"
"5154","TEN1-CDK3"
"5155",NA
"5156",NA
"5157","GMIP"
"5158",NA
"5159",NA
"5160",NA
"5161",NA
"5162",NA
"5163","CCN6"
"5164","ABCA3"
"5165",NA
"5166","LTB4R2"
"5167",NA
"5168","LOC101929577"
"5169","LINC01979"
"5170","RPL6P3"
"5171",NA
"5172","AR"
"5173",NA
"5174","RN7SL498P"
"5175",NA
"5176","MMP26"
"5177",NA
"5178",NA
"5179","RN7SL636P"
"5180",NA
"5181","RPL36A"
"5182","SMPDL3B"
"5183","BNIP5"
"5184","LOC105370616"
"5185","RPS2P21"
"5186","CORO1A"
"5187","RNU6-460P"
"5188","ADGRG6"
"5189","FGR"
"5190","CES4A"
"5191","HTR7"
"5192",NA
"5193",NA
"5194","PRRT2"
"5195","TUBAP2"
"5196",NA
"5197",NA
"5198",NA
"5199",NA
"5200","GPRACR"
"5201","RPL18P13"
"5202",NA
"5203","KCTD13"
"5204",NA
"5205","A4GNT"
"5206","GIHCG"
"5207",NA
"5208",NA
"5209",NA
"5210",NA
"5211",NA
"5212",NA
"5213",NA
"5214","KLHL31"
"5215","RAB3B"
"5216","DLX2"
"5217",NA
"5218",NA
"5219",NA
"5220","EVI2A"
"5221","LOC105372321"
"5222","C17orf97"
"5223",NA
"5224","PPIAL4H"
"5225","OR1N1"
"5226",NA
"5227","COL27A1"
"5228",NA
"5229",NA
"5230","RPL36AP11"
"5231",NA
"5232","FIGN"
"5233",NA
"5234",NA
"5235","LILRP2"
"5236","GZMAP1"
"5237",NA
"5238",NA
"5239","BNIP3P40"
"5240",NA
"5241",NA
"5242","ADRB2"
"5243","IKBKE"
"5244","LOC100421122"
"5245",NA
"5246",NA
"5247",NA
"5248","C4orf50"
"5249","FAM86LP"
"5250",NA
"5251","MAFG-DT"
"5252","RNASE6"
"5253","A2ML1"
"5254",NA
"5255","MTND2P13"
"5256",NA
"5257","SEPTIN2P1"
"5258",NA
"5259","METRN"
"5260","FUT9"
"5261","RPS28P5"
"5262","EIF5AP2"
"5263",NA
"5264","CYP2C19"
"5265",NA
"5266","HORMAD1"
"5267","RHOU"
"5268","UBXN11"
"5269","ZDHHC20P1"
"5270","FMO7P"
"5271","DLEU7"
"5272",NA
"5273","RPL17P34"
"5274","ATF7-NPFF"
"5275","NFKBID"
"5276","PDF"
"5277",NA
"5278",NA
"5279","CD1D"
"5280","SPATA3"
"5281","MADCAM1"
"5282",NA
"5283",NA
"5284",NA
"5285","RNU1-134P"
"5286",NA
"5287",NA
"5288","RPL13P11"
"5289","KLRF2"
"5290","RNY1"
"5291",NA
"5292","RPL23AP31"
"5293","CD276"
"5294","LINC01684"
"5295","ERC2"
"5296",NA
"5297","RN7SL372P"
"5298","HCG27"
"5299",NA
"5300","CMA1"
"5301",NA
"5302",NA
"5303",NA
"5304",NA
"5305",NA
"5306",NA
"5307",NA
"5308","LOC100507156"
"5309",NA
"5310","LRRC3"
"5311",NA
"5312","CCL4L2"
"5313",NA
"5314",NA
"5315","PGBP"
"5316",NA
"5317","TNFRSF14"
"5318",NA
"5319",NA
"5320","ST6GAL2"
"5321",NA
"5322","CXCL17"
"5323","P2RY13"
"5324","SPATA31D1"
"5325",NA
"5326",NA
"5327","TBC1D3K"
"5328",NA
"5329","MTCO1P7"
"5330","FMO6P"
"5331","BRCA1"
"5332","P2RY12"
"5333","RPS2P8"
"5334","HNRNPCL2"
"5335","LAMA4"
"5336","TMEM43"
"5337",NA
"5338",NA
"5339","LMNTD2"
"5340","ARMC12"
"5341",NA
"5342",NA
"5343","AGAP6"
"5344",NA
"5345",NA
"5346",NA
"5347","KCP"
"5348","LRRC31"
"5349",NA
"5350",NA
"5351","SPNS3"
"5352",NA
"5353","CDH2"
"5354","RPL5P2"
"5355",NA
"5356","ZNF101P2"
"5357","SNORD1B"
"5358","SCEL-AS1"
"5359",NA
"5360",NA
"5361",NA
"5362","UPK2"
"5363",NA
"5364",NA
"5365","SLC25A51P4"
"5366","NPW"
"5367",NA
"5368",NA
"5369","OR10D1P"
"5370","SUMO2P15"
"5371",NA
"5372",NA
"5373","CRLS1"
"5374",NA
"5375","NETO2"
"5376","KIF2B"
"5377","FCGR2A"
"5378","MIR5692C2"
"5379","SCARNA8"
"5380",NA
"5381",NA
"5382",NA
"5383",NA
"5384",NA
"5385","USP32P2"
"5386","CRMP1"
"5387",NA
"5388","SNORA38B"
"5389","FN1"
"5390","RPS19P1"
"5391",NA
"5392",NA
"5393","WNT2"
"5394",NA
"5395","SPATA6L"
"5396","THBS3"
"5397","DIAPH2-AS1"
"5398","RPSAP46"
"5399","HSD17B3"
"5400",NA
"5401","CASP1"
"5402",NA
"5403","MIR647"
"5404",NA
"5405","KIFC2"
"5406","RNU5E-8P"
"5407",NA
"5408","KDELR3"
"5409","CNGB1"
"5410","IRF5"
"5411","TBC1D3JP"
"5412",NA
"5413","RPS20P6"
"5414","SYNGR3"
"5415","DYNC2LI1"
"5416",NA
"5417",NA
"5418",NA
"5419",NA
"5420",NA
"5421",NA
"5422","FOXF2"
"5423",NA
"5424","MMP7"
"5425",NA
"5426","RN7SL672P"
"5427",NA
"5428","PLCB4"
"5429","TMEM221"
"5430",NA
"5431",NA
"5432",NA
"5433","CCNE2"
"5434","LRRC45"
"5435","RN7SL18P"
"5436",NA
"5437",NA
"5438",NA
"5439",NA
"5440",NA
"5441","TRAV34"
"5442",NA
"5443",NA
"5444","GPSM3"
"5445","RN7SL123P"
"5446","HOXB-AS1"
"5447",NA
"5448",NA
"5449","RTEL1-TNFRSF6B"
"5450","XCL2"
"5451",NA
"5452",NA
"5453",NA
"5454","BTBD17"
"5455",NA
"5456","RUNX3"
"5457","RNU6-1043P"
"5458",NA
"5459",NA
"5460","PRSS37"
"5461","STOML3"
"5462",NA
"5463",NA
"5464","RADIL"
"5465","RN7SL684P"
"5466",NA
"5467",NA
"5468",NA
"5469","TMC8"
"5470",NA
"5471",NA
"5472",NA
"5473",NA
"5474","RN7SK"
"5475",NA
"5476",NA
"5477","SIGLEC14"
"5478","KRT8P8"
"5479",NA
"5480",NA
"5481","ADAM11"
"5482","MEAK7"
"5483","CORO1C"
"5484","BPIFB9P"
"5485",NA
"5486",NA
"5487",NA
"5488",NA
"5489","SIGLEC6"
"5490","S100A9"
"5491",NA
"5492","TRGV5P"
"5493","RPL23AP3"
"5494","NFILZ"
"5495",NA
"5496",NA
"5497",NA
"5498","LOC644135"
"5499",NA
"5500",NA
"5501",NA
"5502","CD164L2"
"5503",NA
"5504",NA
"5505","RGS19"
"5506",NA
"5507","EPHA7"
"5508","LINC02125"
"5509",NA
"5510","SERPINH1"
"5511",NA
"5512","FAM153A"
"5513",NA
"5514","RN7SL552P"
"5515",NA
"5516","RPS14P1"
"5517","KNTC1"
"5518","MTNR1B"
"5519","NANOGNBP2"
"5520","LINC01729"
"5521",NA
"5522","MTND6P4"
"5523",NA
"5524",NA
"5525","HABP2"
"5526",NA
"5527",NA
"5528","GSS"
"5529",NA
"5530","LINC00239"
"5531",NA
"5532","PLXNA3"
"5533","RAB31"
"5534","MIR548AA1"
"5535","CTSG"
"5536",NA
"5537","FADS3"
"5538",NA
"5539","OR11H13P"
"5540",NA
"5541",NA
"5542",NA
"5543",NA
"5544","RPL36AP52"
"5545","PFKFB4"
"5546","RPSAP51"
"5547",NA
"5548","KRTAP29-1"
"5549",NA
"5550","NME2"
"5551","GAGE2E"
"5552","PPIAP90"
"5553",NA
"5554","ACTG1P17"
"5555","GACAT2"
"5556","LYG2"
"5557","CELF4"
"5558","LRP4-AS1"
"5559",NA
"5560",NA
"5561","GDA"
"5562",NA
"5563",NA
"5564","IGKV3D-7"
"5565","MIR548H1"
"5566","AGER"
"5567",NA
"5568","FAM72B"
"5569","RN7SL494P"
"5570",NA
"5571","GOLGA6L4"
"5572","FTH1P10"
"5573",NA
"5574","RGS12"
"5575",NA
"5576",NA
"5577","LINC01163"
"5578","MGAT4B"
"5579",NA
"5580","AEN"
"5581",NA
"5582","TPRG1-AS2"
"5583",NA
"5584","LINC01899"
"5585",NA
"5586",NA
"5587","SAP18P3"
"5588",NA
"5589","GRID1"
"5590",NA
"5591",NA
"5592",NA
"5593",NA
"5594",NA
"5595","H2AC12"
"5596",NA
"5597","BIRC3"
"5598","ADGRE3"
"5599","PCDHB17P"
"5600","LINC02709"
"5601","TP53INP1"
"5602",NA
"5603","ENPP3"
"5604",NA
"5605",NA
"5606",NA
"5607",NA
"5608","LOC102724153"
"5609","MIR2052HG"
"5610",NA
"5611",NA
"5612",NA
"5613",NA
"5614","RPS29P20"
"5615",NA
"5616","RNVU1-3"
"5617",NA
"5618","LOC105371430"
"5619","BGLAP"
"5620",NA
"5621",NA
"5622","AIM2"
"5623","CHRNB1"
"5624","RNA5SP40"
"5625","LINC02240"
"5626","TRGV2"
"5627","TLR8"
"5628","TRAV32"
"5629",NA
"5630",NA
"5631","FKBP11"
"5632","IGLC3"
"5633",NA
"5634","H2BC11"
"5635",NA
"5636","LINC02421"
"5637",NA
"5638","CACNA1G"
"5639","MEX3A"
"5640","NXNL2"
"5641","RHPN1"
"5642","SSH2"
"5643","LOC107987032"
"5644",NA
"5645","SLC17A8"
"5646",NA
"5647",NA
"5648",NA
"5649","LINC01393"
"5650","RPSAP4"
"5651",NA
"5652",NA
"5653",NA
"5654","DMP1"
"5655",NA
"5656",NA
"5657",NA
"5658",NA
"5659",NA
"5660","MIR6797"
"5661",NA
"5662",NA
"5663","RPS6P10"
"5664","LCE5A"
"5665","MAJIN"
"5666",NA
"5667",NA
"5668",NA
"5669","RRN3P2"
"5670","RPL29P2"
"5671","TTC21A"
"5672",NA
"5673",NA
"5674",NA
"5675",NA
"5676",NA
"5677","FOXJ1"
"5678","NOBOX"
"5679",NA
"5680","RPSAP43"
"5681",NA
"5682",NA
"5683",NA
"5684","LOC101927571"
"5685","PF4"
"5686",NA
"5687","CBSL"
"5688",NA
"5689","ENPP7P4"
"5690",NA
"5691","ANKRD44-IT1"
"5692","FFAR2"
"5693",NA
"5694","AKR1C8P"
"5695","POF1B"
"5696","ADAM3A"
"5697","ARRB2"
"5698","PIANP"
"5699","RHOQ-AS1"
"5700","ATXN7L2"
"5701",NA
"5702",NA
"5703",NA
"5704",NA
"5705","N4BP2L2-IT2"
"5706",NA
"5707",NA
"5708",NA
"5709","MYO1G"
"5710","ACTG1P24"
"5711","WFDC2"
"5712",NA
"5713",NA
"5714",NA
"5715",NA
"5716",NA
"5717",NA
"5718",NA
"5719",NA
"5720",NA
"5721",NA
"5722",NA
"5723",NA
"5724",NA
"5725","PKP3"
"5726",NA
"5727","PALS2"
"5728","TAB2"
"5729","LINC01876"
"5730","RASSF4"
"5731","LOC101928940"
"5732","ZNNT1"
"5733","TNFSF10"
"5734",NA
"5735","RNU6-762P"
"5736","TUBBP6"
"5737","LOC100506682"
"5738",NA
"5739",NA
"5740","SYTL1"
"5741",NA
"5742","CCL3L1"
"5743",NA
"5744",NA
"5745",NA
"5746","LINC01443"
"5747","CDCA7L"
"5748","ARNTL2-AS1"
"5749",NA
"5750",NA
"5751","RNU6-942P"
"5752","MTDHP4"
"5753",NA
"5754","ADAM28"
"5755","IL9R"
"5756","RNA5SP449"
"5757",NA
"5758",NA
"5759",NA
"5760","LINC01567"
"5761",NA
"5762","DOCK2"
"5763","SNORA49"
"5764","GAPDHS"
"5765",NA
"5766","TLK2P2"
"5767",NA
"5768","TEDC1"
"5769","CD48"
"5770",NA
"5771","CARD16"
"5772",NA
"5773",NA
"5774","TRAV1-2"
"5775","COL4A2-AS2"
"5776","TRAV20"
"5777",NA
"5778","SPATS2L"
"5779",NA
"5780","MSH5-SAPCD1"
"5781",NA
"5782","MIR8078"
"5783","DICER1-AS1"
"5784","RNU6-97P"
"5785","LINC00525"
"5786",NA
"5787","ASZ1"
"5788",NA
"5789",NA
"5790",NA
"5791","KCNU1"
"5792","EFCAB13"
"5793","RN7SL81P"
"5794","DGKH"
"5795","ANKRD18A"
"5796","SIRPA"
"5797",NA
"5798","FAAP24"
"5799",NA
"5800","RN7SL253P"
"5801",NA
"5802","HLA-F"
"5803","CNTNAP1"
"5804","NLRP4"
"5805",NA
"5806","COL11A1"
"5807","LINC02480"
"5808","LINC01337"
"5809","LINC02547"
"5810",NA
"5811","TAS2R3"
"5812","H3P9"
"5813",NA
"5814","SLIT1"
"5815","UGCG"
"5816",NA
"5817","KIF18A"
"5818",NA
"5819",NA
"5820","OLFM2"
"5821",NA
"5822",NA
"5823","PIK3AP1"
"5824",NA
"5825",NA
"5826",NA
"5827",NA
"5828",NA
"5829",NA
"5830","TRAV17"
"5831","MLIP"
"5832","ULK4P3"
"5833","CHKB-CPT1B"
"5834",NA
"5835","NMRAL2P"
"5836","LOC101928251"
"5837",NA
"5838","TEKT4P2"
"5839","AKR1C3"
"5840",NA
"5841",NA
"5842",NA
"5843","KRT8P12"
"5844",NA
"5845","CLEC4A"
"5846",NA
"5847","MIR4489"
"5848",NA
"5849",NA
"5850",NA
"5851","ENO3"
"5852",NA
"5853",NA
"5854","NDUFB4P3"
"5855","LSMEM1"
"5856",NA
"5857","LCAT"
"5858","GUCY2D"
"5859","SPTA1"
"5860","BNIP3P15"
"5861","NARF"
"5862","SQOR"
"5863","LINC00867"
"5864","VSIG10L"
"5865","SIRPG"
"5866",NA
"5867",NA
